source,target_preferred,status,category,source_id,confidence,source_document,term_type,alternate_targets
fuel rail,топливная рампа,candidate,fuel,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
fuel rail injector subassembly,топливная рампа с форсунками в сборе,candidate,fuel,N165_D2_CORPUS,medium,N165_CORPUS,term,
fuel return line,топливопровод обратной подачи,candidate,fuel,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,топливный сливной трубопровод
fuel supply line,топливопровод подачи,candidate,fuel,EDITORIAL_CORE_2026 | N165_D2_CORPUS,high,EDITORIAL_CORE_2026 | N165_CORPUS,term,магистраль подачи топлива
fuel supply pipe,топливоподающий трубопровод,candidate,fuel,N165_D2_CORPUS,high,N165_CORPUS,term,
fuel tank,топливный бак,candidate,fuel,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
fuel tank body,корпус топливного бака,candidate,fuel,N165_D2_CORPUS,high,N165_CORPUS,term,
high-pressure fuel pump,топливный насос высокого давления,candidate,fuel,EDITORIAL_CORE_2026 | N165_D2_CORPUS,high,EDITORIAL_CORE_2026 | N165_CORPUS,term,
low-pressure fuel pump,топливный насос низкого давления,candidate,fuel,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
air conditioning compressor,компрессор кондиционера,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
air inlet duct,воздухозаборный канал,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
air mix actuator,привод заслонки смешивания воздуха,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
air outlet duct,выпускной воздуховод,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
air-conditioning drain pipe,дренажная трубка кондиционера,candidate,hvac,N165_D2_CORPUS,high,N165_CORPUS,term,
ambient temperature sensor,датчик температуры наружного воздуха,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
automatic climate control,автоматический климат-контроль,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
blend door,заслонка смешивания воздуха,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
blower control module,блок управления вентилятором,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
blower motor,электродвигатель вентилятора отопителя,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
blower motor resistor,резистор электродвигателя вентилятора,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
blower wheel,крыльчатка вентилятора отопителя,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
cabin air filter,салонный фильтр,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
center vent,центральный дефлектор,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
compressor clutch,муфта компрессора кондиционера,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
compressor control valve,регулирующий клапан компрессора,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
condenser,конденсор,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
defogging,устранение запотевания,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
defrost mode,режим обдува ветрового стекла,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
defroster duct,воздуховод обдува ветрового стекла,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
dual-zone climate control,двухзонный климат-контроль,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
evaporator,испаритель,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
evaporator temperature sensor,датчик температуры испарителя,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
expansion valve,терморегулирующий вентиль,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
filter housing,корпус фильтра,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
floor duct,напольный воздуховод,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
fluorescent dye,флуоресцентный краситель,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
heater core,радиатор отопителя,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
heater unit,блок отопителя,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
heating ventilation and air conditioning,система отопления вентиляции и кондиционирования,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
high-pressure line,магистраль высокого давления,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
highest temperature setting,максимальная заданная температура,candidate,hvac,N165_D2_CORPUS,high,N165_CORPUS,term,
humidity sensor,датчик влажности,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
in-vehicle temperature sensor,датчик температуры воздуха в салоне,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
leak detection,поиск утечек,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
low-pressure line,магистраль низкого давления,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
maximum airflow,максимальная подача воздуха,candidate,hvac,N165_D2_CORPUS,high,N165_CORPUS,term,
mode door,заслонка распределения потоков воздуха,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
mode door actuator,привод заслонки распределения потоков,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
orifice tube,дроссельная трубка,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
rear climate control,задняя климатическая установка,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
receiver drier,ресивер-осушитель,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
recirculation actuator,привод заслонки рециркуляции,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
recirculation door,заслонка рециркуляции,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
refrigerant charge,заправочная масса хладагента,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
refrigerant line,трубопровод хладагента,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
refrigerant pressure sensor,датчик давления хладагента,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
refrigerant recovery,откачка хладагента,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
service port,сервисный штуцер,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
side vent,боковой дефлектор,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
sunload sensor,датчик солнечной радиации,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
system evacuation,вакуумирование системы,candidate,hvac,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
accumulator,гидроаккумулятор,candidate,hydraulics,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,аккумулятор хладагента
banjo fitting,штуцер типа банджо,candidate,hydraulics,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
bladder accumulator,баллонный гидроаккумулятор,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
bleed screw,винт для удаления воздуха,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,штуцер для удаления воздуха
bleed the hydraulic system,удалить воздух из гидравлической системы,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
cavitation,кавитация,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check for leaks,проверить на наличие утечек,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check the fluid level,проверить уровень рабочей жидкости,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check valve,обратный клапан,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
cylinder barrel,гильза гидроцилиндра,candidate,hydraulics,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
cylinder rod,шток гидроцилиндра,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
depressurize the system,сбросить давление в системе,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
diaphragm accumulator,мембранный гидроаккумулятор,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
directional control valve,распределительный клапан,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
double-acting cylinder,гидроцилиндр двустороннего действия,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
drain line,дренажная магистраль,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
external leakage,наружная утечка,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
fill with hydraulic fluid,заполнить гидравлической жидкостью,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
filter bypass valve,перепускной клапан фильтра,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
filter element,фильтрующий элемент,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
flexible hose,гибкий шланг,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
flow control valve,регулятор расхода,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
flow rate,расход рабочей жидкости,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
flow sensor,датчик расхода,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
fluid aeration,аэрация рабочей жидкости,candidate,hydraulics,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
fluid reservoir,бачок рабочей жидкости,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
gear pump,шестерённый насос,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
hydraulic circuit,гидравлический контур,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
hydraulic cylinder,гидроцилиндр,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
hydraulic filter,гидравлический фильтр,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
hydraulic fluid,гидравлическая жидкость,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
hydraulic motor,гидромотор,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
hydraulic pump,гидравлический насос,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
hydraulic reservoir,гидравлический бак,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
hydraulic system,гидравлическая система,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
inspect the hose for cracks,проверить шланг на наличие трещин,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
internal leakage,внутренняя утечка,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
operating pressure,рабочее давление,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
pilot line,линия управления,candidate,hydraulics,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
piston pump,поршневой насос,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
piston seal,уплотнение поршня,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
pressure drop,падение давления,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
pressure gauge,манометр,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
pressure line,напорная магистраль,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
pressure pulsation,пульсация давления,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
pressure reducing valve,редукционный клапан,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
pressure relief valve,предохранительный клапан,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
pressure sensor,датчик давления,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
pressure switch,реле давления,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
proportional valve,пропорциональный клапан,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
quick-release coupling,быстроразъёмная муфта,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
replace the sealing washer,заменить уплотнительную шайбу,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
residual pressure,остаточное давление,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
return line,сливная магистраль,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
rigid pipe,жёсткая трубка,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
rod seal,уплотнение штока,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
shut-off valve,запорный клапан,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
single-acting cylinder,гидроцилиндр одностороннего действия,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
solenoid valve,электромагнитный клапан,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
spool valve,золотниковый клапан,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
suction line,всасывающая магистраль,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
system pressure,давление в системе,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
union fitting,соединительный штуцер,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
valve spool,золотник клапана,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
vane pump,пластинчатый насос,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
wiper seal,грязесъёмное уплотнение,candidate,hydraulics,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check bearing rotation,проверить вращение подшипника,candidate,inspection,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check for abnormal noise,проверить на наличие постороннего шума,candidate,inspection,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check for clogging,проверить на наличие засорения,candidate,inspection,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check for continuity,проверить электрическую цепь на обрыв,candidate,inspection,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
check for corrosion,проверить на наличие коррозии,candidate,inspection,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check for excessive play,проверить на наличие чрезмерного люфта,candidate,inspection,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check for free movement,проверить свободу перемещения,candidate,inspection,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check for leakage after assembly,после сборки проверить на наличие утечек,candidate,inspection,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check for smooth operation,проверить плавность работы,candidate,inspection,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check the clearance,проверить зазор,candidate,inspection,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check the connector terminals,проверить контакты разъёма,candidate,inspection,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check the end play,проверить осевой зазор,candidate,inspection,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check the installation depth,проверить глубину установки,candidate,inspection,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check the resistance,измерить сопротивление,candidate,inspection,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check the voltage,измерить напряжение,candidate,inspection,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
compare with specification,сравнить с установленным значением,candidate,inspection,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
examine,проверить,candidate,inspection,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
make sure the ring is fully seated,убедиться что кольцо полностью вошло в канавку,candidate,inspection,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
perform a road test,выполнить дорожное испытание,candidate,inspection,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
verify operation,проверить работоспособность,candidate,inspection,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
air cleaner housing,корпус воздушного фильтра,candidate,intake,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
air filter element,фильтрующий элемент воздушного фильтра,candidate,intake,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
charge air cooler,охладитель наддувочного воздуха,candidate,intake,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
intake air duct,воздуховод впускной системы,candidate,intake,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,воздуховод впуска
intercooler hose,шланг охладителя наддувочного воздуха,candidate,intake,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
throttle body,дроссельный узел,candidate,intake,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
throttle valve,дроссельная заслонка,candidate,intake,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
turbocharger,турбокомпрессор,candidate,intake,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
turbocharger actuator,исполнительный механизм турбокомпрессора,candidate,intake,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
wastegate valve,перепускной клапан турбокомпрессора,candidate,intake,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
A-pillar trim,облицовка передней стойки,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
armrest,подлокотник,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
B-pillar trim,облицовка средней стойки,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
C-pillar trim,облицовка задней стойки,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
carpet,ковровое покрытие пола,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
center console,центральная консоль,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
center finish panel,центральная декоративная панель,candidate,interior,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
console side panel,боковая панель консоли,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
door pull handle,ручка закрывания двери,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
door trim panel,обивка двери,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
floor mat,коврик пола,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
foam insulator,пеноматериал шумоизоляции,candidate,interior,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
front seat,переднее сиденье,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
glove compartment,вещевой ящик,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
glove compartment damper,демпфер вещевого ящика,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
head restraint,подголовник,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
headliner,обивка потолка,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
inside door handle,внутренняя ручка двери,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
instrument cluster,комбинация приборов,candidate,interior,EDITORIAL_CORE_2026 | N165_D2_CORPUS,high,EDITORIAL_CORE_2026 | N165_CORPUS,term,
instrument panel,панель приборов,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
instrument panel garnish,декоративная накладка панели приборов,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
instrument panel reinforcement,усилитель панели приборов,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
interior floor carpet,напольное ковровое покрытие салона,candidate,interior,N165_D2_CORPUS,high,N165_CORPUS,term,
kick panel,боковая панель пространства для ног,candidate,interior,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
locating pin,направляющий штифт,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
luggage compartment trim,облицовка багажного отделения,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
luggage floor panel,панель пола багажного отделения,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
map lamp,лампа местного освещения,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
occupant detection sensor,датчик присутствия пассажира,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
overhead console,потолочная консоль,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
parcel shelf,полка багажного отделения,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
rear seat,заднее сиденье,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
retaining tab,фиксирующий язычок,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
room lamp,плафон освещения салона,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
scuff plate,накладка порога,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
seat adjuster,механизм регулировки сиденья,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
seat cushion,подушка сиденья,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
seat cushion frame,каркас подушки сиденья,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
seat heater,обогреватель сиденья,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
seat height adjuster,механизм регулировки высоты сиденья,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
seat position sensor,датчик положения сиденья,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
seat recliner,механизм регулировки наклона спинки,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
seat track,салазки сиденья,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
seat ventilation fan,вентилятор вентиляции сиденья,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
seatback,спинка сиденья,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
seatback frame,каркас спинки сиденья,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
sound insulation pad,шумоизоляционная накладка,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
speaker grille,решётка динамика,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
steering column cover,кожух рулевой колонки,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
sun visor,солнцезащитный козырёк,candidate,interior,EDITORIAL_CORE_2026 | N155_D2_CORPUS,high,EDITORIAL_CORE_2026 | N155_CORPUS,term,
window switch panel,панель переключателей стеклоподъёмников,candidate,interior,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
adjust the seat to a comfortable position,отрегулировать сиденье в удобное положение,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,procedure,
CAN communication,обмен данными по шине CAN,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,communication,
CAN signal,сигнал шины CAN,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,signal,
central console display,дисплей центральной консоли,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
desired memory position,требуемое запоминаемое положение сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,parameter,
disconnect the floor harness connector,отсоединить разъём жгута проводов пола,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,procedure,
disconnect the seat harness fixing clips,отсоединить фиксаторы жгута проводов сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,procedure,
display host unit,головное устройство дисплея,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,module,
driver seat,сиденье водителя,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
driver seat module,модуль сиденья водителя,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,module,
driver seat sliding rail,салазки сиденья водителя,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
floor harness assembly,жгут проводов пола в сборе,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
front headrest guide sleeve,направляющая втулка подголовника переднего сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
front headrest locking guide sleeve,фиксирующая направляющая втулка подголовника переднего сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
front passenger seat sliding rail,салазки сиденья переднего пассажира,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
front power seat assembly,переднее сиденье с электроприводом в сборе,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
front seat headrest,подголовник переднего сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
front seat sliding rail,салазки переднего сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
front section of the seat sliding rail,передняя часть салазок сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
inner sliding rail,внутренняя направляющая салазок,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
inner sliding rail rear end trim cover,задняя декоративная крышка внутренней направляющей салазок,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
